"","Region","Market","Month","Year","Longitude","Latitude","pkg.mai.maize","pkg.mai.millm"
"167","Amhara","Sekota","February",2018,39.03355257,12.62479803,7.91,NA
"168","Amhara","Amde Work ","February",2018,38.85815043,12.45920199,NA,NA
"169","Amhara","Danigla","February",2018,36.83153176,11.25223153,6,NA
"170","Amhara","Chagni","February",2018,36.50793596,10.95196565,6,NA
"171","Amhara","Kemise","February",2018,39.85696873,10.71374234,8.2,NA
"172","Amhara","Bati","February",2018,40.0181327,11.19153266,8.13,NA
"173","Amhara","Mota","January",2018,37.8807432,11.07475582,6,NA
"174","Amhara","Debre- Markos ","January",2018,37.72636868,10.33641293,6.5,NA
"175","Amhara","Dembecha","January",2018,37.48251554,10.56669266,6.09,NA
"176","Amhara","Bahir- Dar ","January",2018,37.3815488,11.58416449,7.75,NA
"177","Amhara","Sekota","January",2018,39.03355257,12.62479803,7.96,NA
"178","Amhara","Amde Work ","January",2018,38.85815043,12.45920199,7.33,NA
"179","Amhara","Danigla","January",2018,36.83153176,11.25223153,6,NA
"180","Amhara","Chagni","January",2018,36.50793596,10.95196565,6,NA
"181","Amhara","Kemise","January",2018,39.85696873,10.71374234,8.34,NA
"182","Amhara","Bati","January",2018,40.0181327,11.19153266,8.13,NA
"183","Amhara","Mota","July",2017,37.8807432,11.07475582,7.5,NA
"184","Amhara","Debre- Markos ","July",2017,37.72636868,10.33641293,8.2,NA
"185","Amhara","Dembecha","July",2017,37.48251554,10.56669266,7.64,NA
"186","Amhara","Bahir- Dar ","July",2017,37.3815488,11.58416449,8,NA
"187","Amhara","Sekota","July",2017,39.03355257,12.62479803,7.57,NA
"188","Amhara","Amde Work ","July",2017,38.85815043,12.45920199,8.49,NA
"189","Amhara","Danigla","July",2017,36.83153176,11.25223153,7.25,NA
"190","Amhara","Chagni","July",2017,36.50793596,10.95196565,8,NA
"191","Amhara","Kemise","July",2017,39.85696873,10.71374234,8.8,NA
"192","Amhara","Bati","July",2017,40.0181327,11.19153266,8.06,NA
"193","Amhara","Mota","June",2018,37.8807432,11.07475582,NA,NA
"194","Amhara","Debre- Markos ","June",2018,37.72636868,10.33641293,8,NA
"195","Amhara","Dembecha","June",2018,37.48251554,10.56669266,7.04,NA
"196","Amhara","Bahir- Dar ","June",2018,37.3815488,11.58416449,9.49,NA
"197","Amhara","Sekota","June",2018,39.03355257,12.62479803,8.52,NA
"198","Amhara","Amde Work ","June",2018,38.85815043,12.45920199,NA,NA
"199","Amhara","Danigla","June",2018,36.83153176,11.25223153,NA,NA
